,Year,Conf,Authors,Dominant_Topic,Topic_00,Topic_01,Topic_02,Topic_03,Topic_04,Topic_05,Topic_06,Topic_07,Topic_08,Topic_09,Topic_10,Topic_11,Topic_12,Topic_13
0,2000,Usenix,"Jonathan Katz, Bruce Schneier",Topic_05,0.11127997298210066,0.049814251941911504,0.05336035123269166,0.048632218844984795,0.043904086457277954,0.1585612968591692,0.040357987166497813,0.06399864910503208,0.08882134414049307,0.08291117865585951,0.05217831813576494,0.09354947652819993,0.04745018574805808,0.0651806822019588
1,2000,Usenix,"Michael Brown, Donny Cheung, Darrel Hankerson, Julio César López-Hernández, Michael Kirkup, Alfred Menezes",Topic_13,0.07585335018963339,0.05815423514538559,0.10633515943250457,0.03848855176288805,0.04733810928501194,0.10043545441775532,0.070936929344009,0.051271245961511454,0.09256918106475631,0.0935524652338812,0.05422109846888608,0.04733810928501194,0.04930467762326169,0.11420143278550361
2,2000,Usenix,Matt Curtin,Topic_09,0.061224489795918366,0.04046746903889762,0.09663352520495379,0.0514564800279086,0.07953950811093669,0.07831850688993547,0.051456480027908605,0.045351473922902494,0.08198151055293913,0.18332461189604052,0.06366649223792081,0.04413047270190129,0.055119483690912255,0.06732949590092448
3,2000,Usenix,Robert Stone,Topic_10,0.0713045634920635,0.039186507936507936,0.03311011904761905,0.04005456349206349,0.09387400793650796,0.047867063492063495,0.053943452380952384,0.03484623015873016,0.03311011904761905,0.06088789682539684,0.3360615079365079,0.0556795634920635,0.05828373015873017,0.0417906746031746
4,2000,Usenix,"Yongguang Zhang, Bikramjit Singh",Topic_10,0.030434212252394073,0.10114128295946477,0.039616948707857785,0.054309327036599755,0.04696313787222876,0.04879968516332151,0.07818444182080544,0.0460448642266824,0.04696313787222876,0.032270759543486814,0.2728584546766365,0.054309327036599755,0.05798242161878524,0.0901219992129083
5,2000,Usenix,"Matthew Smart, G. Robert Malan, Farnam Jahanian",Topic_01,0.058406534134689464,0.18569887501926338,0.0486977962706118,0.0486977962706118,0.06703652334720295,0.055170288179996904,0.08321775312066573,0.07458776390815226,0.040067807058098315,0.06595777469563877,0.1231314532285406,0.04006780705809832,0.05624903683156109,0.05301279087686854
6,2000,Usenix,"Calvin Ko, Timothy Fraser, Lee Badger, Douglas Kilpatrickv",Topic_13,0.05342624854819975,0.10582010582010581,0.05071622144792875,0.11575687185443283,0.046199509614143756,0.06426635694928377,0.045296167247386755,0.06787972641631178,0.029036004645760744,0.05161956381468575,0.0841398890179378,0.05161956381468575,0.048909536714414746,0.18531423409472195
7,2000,Usenix,"Yin Zhang, Vern Paxson",Topic_03,0.044050695213485896,0.058693244739756366,0.03629875722898978,0.15774578565276243,0.03285345145810262,0.07678110003691399,0.04663467454165127,0.04577334809892948,0.06730650916697428,0.07678110003691399,0.12415405438661252,0.08022640580780115,0.05180263319798203,0.10089824043312416
8,2000,Usenix,"Yin Zhang, Vern Paxson",Topic_10,0.0715702947845805,0.06164965986394558,0.043792517006802714,0.10430839002267575,0.04280045351473923,0.05172902494331066,0.03784013605442177,0.045776643990929705,0.053713151927437634,0.08645124716553289,0.21442743764172342,0.059665532879818586,0.04180839002267574,0.0844671201814059
9,2000,Usenix,"Anil Somayaji, Stephanie Forrest",Topic_03,0.07023265927375516,0.07327679930419656,0.07632093933463797,0.11132854968471408,0.08240921939552076,0.05957816916721029,0.05044574907588607,0.07023265927375516,0.05196781909110678,0.08545335942596217,0.07175472928897587,0.06262230919765166,0.07784300934985867,0.05653402913676888
10,2000,Usenix,Peter Gutmann,Topic_01,0.03684807256235828,0.1638321995464853,0.06561791383219956,0.04081632653061225,0.05073696145124717,0.09537981859410433,0.08248299319727892,0.057681405895691616,0.06859410430839004,0.06660997732426306,0.05272108843537415,0.13208616780045354,0.033871882086167815,0.05272108843537415
11,2000,Usenix,Naomaru Itoi,Topic_01,0.08010680907877171,0.1195668298472037,0.06141522029372497,0.03753152351283193,0.038569945112001194,0.11645156504969591,0.07906838747960244,0.0437620531078475,0.05414626909954012,0.04895416110369382,0.06556890669040202,0.08633733867378729,0.07802996588043318,0.09049102507046435
12,2000,Usenix,"John Scott Robin, Cynthia E. Irvine",Topic_01,0.0365079365079365,0.31024531024531027,0.052669552669552665,0.03751803751803752,0.04761904761904761,0.052669552669552665,0.06681096681096682,0.03953823953823953,0.053679653679653674,0.0365079365079365,0.03448773448773449,0.07388167388167388,0.0455988455988456,0.11226551226551226
13,2000,Usenix,"Marc Waldman, Aviel D. Rubin, Lorrie Faith Cranor",Topic_09,0.047808012093726385,0.0663265306122449,0.04780801209372639,0.05706727135298564,0.05839002267573696,0.11526832955404386,0.07955404383975812,0.05045351473922902,0.09807256235827666,0.14833711262282692,0.0835222978080121,0.053099017384731675,0.04913076341647771,0.045162509448223746
14,2000,Usenix,Markus G. Kuhn,Topic_08,0.04606625258799171,0.05935127674258108,0.07263630089717045,0.04365079365079365,0.049689440993788817,0.10766045548654245,0.05331262939958591,0.04123533471359559,0.12577639751552794,0.05572808833678398,0.048481711525189784,0.1028295376121463,0.11611456176673568,0.0774672187715666
